Match_id,balls_per_over,team,team.1,gender,season,date,event,match_number,venue,city,toss_winner,toss_decision,player_of_match,umpire,umpire.1,reserve_umpire,tv_umpire,match_referee,winner,winner_runs,winner_wickets,outcome,method,date.1,eliminator,player_of_match.1
65282,6,Sri Lanka,Zimbabwe,male,2002/03,2003/03/15,ICC World Cup,,"Buffalo Park, East London",East London,Sri Lanka,bat,MS Atapattu,BG Jerling,RE Koertzen,,S Venkataraghavan,CH Lloyd,Sri Lanka,74.0,,,,,,
65283,6,Kenya,Australia,male,2002/03,2003/03/15,ICC World Cup,,"Kingsmead, Durban",Durban,Australia,field,AY Karim,BF Bowden,SA Bucknor,,EAR de Silva,MJ Procter,Australia,,5.0,,,,,
65284,6,Australia,Sri Lanka,male,2002/03,2003/03/18,ICC World Cup,,"St George's Park, Port Elizabeth",Gqeberha,Australia,bat,A Symonds,DR Shepherd,RE Koertzen,,BF Bowden,CH Lloyd,Australia,48.0,,,D/L,,,
65285,6,India,Kenya,male,2002/03,2003/03/20,ICC World Cup,,"Kingsmead, Durban",Durban,India,bat,SC Ganguly,DJ Harper,SA Bucknor,,SJA Taufel,MJ Procter,India,91.0,,,,,,
65286,6,Australia,India,male,2002/03,2003/03/23,ICC World Cup,,"New Wanderers Stadium, Johannesburg",Johannesburg,India,field,RT Ponting,DR Shepherd,SA Bucknor,,RE Koertzen,RS Madugalle,Australia,125.0,,,,,,
656399,6,New Zealand,Sri Lanka,male,2014/15,2015/02/14,ICC Cricket World Cup,1.0,Hagley Oval,Christchurch,Sri Lanka,field,CJ Anderson,M Erasmus,NJ Llong,SD Fry,S Ravi,DC Boon,New Zealand,98.0,,,,,,
656401,6,Australia,England,male,2014/15,2015/02/14,ICC Cricket World Cup,2.0,Melbourne Cricket Ground,,England,field,AJ Finch,Aleem Dar,HDPK Dharmasena,JS Wilson,BF Bowden,JJ Crowe,Australia,111.0,,,,,,
656403,6,South Africa,Zimbabwe,male,2014/15,2015/02/15,ICC Cricket World Cup,3.0,Seddon Park,Hamilton,Zimbabwe,field,DA Miller,REJ Martinesz,RJ Tucker,RSA Palliyaguruge,PR Reiffel,RS Mahanama,South Africa,62.0,,,,,,
656405,6,India,Pakistan,male,2014/15,2015/02/15,ICC Cricket World Cup,4.0,Adelaide Oval,,India,bat,V Kohli,IJ Gould,RA Kettleborough,MA Gough,SJ Davis,RS Madugalle,India,76.0,,,,,,
656407,6,Ireland,West Indies,male,2014/15,2015/02/16,ICC Cricket World Cup,5.0,Saxton Oval,Nelson,Ireland,field,PR Stirling,RK Illingworth,BNJ Oxenford,JD Cloete,CB Gaffaney,BC Broad,Ireland,,4.0,,,,,
656409,6,New Zealand,Scotland,male,2014/15,2015/02/17,ICC Cricket World Cup,6.0,University Oval,Dunedin,New Zealand,field,TA Boult,SD Fry,NJ Llong,S Ravi,M Erasmus,DC Boon,New Zealand,,3.0,,,,,
656413,6,United Arab Emirates,Zimbabwe,male,2014/15,2015/02/19,ICC Cricket World Cup,8.0,Saxton Oval,Nelson,Zimbabwe,field,SC Williams,JD Cloete,CB Gaffaney,REJ Martinesz,RK Illingworth,BC Broad,Zimbabwe,,4.0,,,,,
656415,6,New Zealand,England,male,2014/15,2015/02/20,ICC Cricket World Cup,9.0,Westpac Stadium,Wellington,England,bat,TG Southee,PR Reiffel,RJ Tucker,RSA Palliyaguruge,BNJ Oxenford,RS Mahanama,New Zealand,,8.0,,,,,
656417,6,Pakistan,West Indies,male,2014/15,2015/02/21,ICC Cricket World Cup,10.0,Hagley Oval,Christchurch,Pakistan,field,AD Russell,M Erasmus,NJ Llong,SD Fry,S Ravi,DC Boon,West Indies,150.0,,,,,,
656423,6,India,South Africa,male,2014/15,2015/02/22,ICC Cricket World Cup,13.0,Melbourne Cricket Ground,,India,bat,S Dhawan,Aleem Dar,RA Kettleborough,JS Wilson,SJ Davis,JJ Crowe,India,130.0,,,,,,
656425,6,England,Scotland,male,2014/15,2015/02/23,ICC Cricket World Cup,14.0,Hagley Oval,Christchurch,Scotland,field,MM Ali,S Ravi,RJ Tucker,PR Reiffel,M Erasmus,DC Boon,England,119.0,,,,,,
656427,6,West Indies,Zimbabwe,male,2014/15,2015/02/24,ICC Cricket World Cup,15.0,Manuka Oval,Canberra,West Indies,bat,CH Gayle,SJ Davis,IJ Gould,RA Kettleborough,REJ Martinesz,RS Mahanama,West Indies,73.0,,,D/L,,,
656429,6,Ireland,United Arab Emirates,male,2014/15,2015/02/25,ICC Cricket World Cup,16.0,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Ireland,field,GC Wilson,MA Gough,NJ Llong,BF Bowden,HDPK Dharmasena,RS Madugalle,Ireland,,2.0,,,,,
656433,6,Bangladesh,Sri Lanka,male,2014/15,2015/02/26,ICC Cricket World Cup,18.0,Melbourne Cricket Ground,,Sri Lanka,bat,TM Dilshan,Aleem Dar,PR Reiffel,JS Wilson,RA Kettleborough,JJ Crowe,Sri Lanka,92.0,,,,,,
656435,6,South Africa,West Indies,male,2014/15,2015/02/27,ICC Cricket World Cup,19.0,Sydney Cricket Ground,,South Africa,bat,AB de Villiers,SJ Davis,IJ Gould,Aleem Dar,REJ Martinesz,RS Mahanama,South Africa,257.0,,,,,,
656437,6,New Zealand,Australia,male,2014/15,2015/02/28,ICC Cricket World Cup,20.0,Eden Park,Auckland,Australia,bat,TA Boult,M Erasmus,RK Illingworth,JD Cloete,S Ravi,BC Broad,New Zealand,,1.0,,,,,
656439,6,India,United Arab Emirates,male,2014/15,2015/02/28,ICC Cricket World Cup,21.0,Western Australia Cricket Association Ground,Perth,United Arab Emirates,bat,R Ashwin,BF Bowden,MA Gough,HDPK Dharmasena,NJ Llong,RS Madugalle,India,,9.0,,,,,
656441,6,England,Sri Lanka,male,2014/15,2015/03/01,ICC Cricket World Cup,22.0,Westpac Stadium,Wellington,England,bat,KC Sangakkara,BNJ Oxenford,RJ Tucker,SD Fry,CB Gaffaney,DC Boon,Sri Lanka,,9.0,,,,,
656443,6,Pakistan,Zimbabwe,male,2014/15,2015/03/01,ICC Cricket World Cup,23.0,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Pakistan,bat,Wahab Riaz,RA Kettleborough,JS Wilson,RSA Palliyaguruge,PR Reiffel,JJ Crowe,Pakistan,20.0,,,,,,
656445,6,Ireland,South Africa,male,2014/15,2015/03/03,ICC Cricket World Cup,24.0,Manuka Oval,Canberra,South Africa,bat,HM Amla,SJ Davis,REJ Martinesz,Aleem Dar,IJ Gould,RS Mahanama,South Africa,201.0,,,,,,
656447,6,Pakistan,United Arab Emirates,male,2014/15,2015/03/04,ICC Cricket World Cup,25.0,McLean Park,Napier,United Arab Emirates,field,Ahmed Shehzad,JD Cloete,S Ravi,M Erasmus,RK Illingworth,BC Broad,Pakistan,129.0,,,,,,
656451,6,Bangladesh,Scotland,male,2014/15,2015/03/05,ICC Cricket World Cup,27.0,Saxton Oval,Nelson,Bangladesh,field,KJ Coetzer,SD Fry,BNJ Oxenford,CB Gaffaney,RJ Tucker,DC Boon,Bangladesh,,6.0,,,,,
656453,6,India,West Indies,male,2014/15,2015/03/06,ICC Cricket World Cup,28.0,Western Australia Cricket Association Ground,Perth,West Indies,bat,Mohammed Shami,HDPK Dharmasena,NJ Llong,MA Gough,BF Bowden,RS Madugalle,India,,4.0,,,,,
656455,6,Pakistan,South Africa,male,2014/15,2015/03/07,ICC Cricket World Cup,29.0,Eden Park,Auckland,South Africa,field,Sarfraz Ahmed,RA Kettleborough,BNJ Oxenford,S Ravi,CB Gaffaney,BC Broad,Pakistan,29.0,,,D/L,,,
656457,6,Ireland,Zimbabwe,male,2014/15,2015/03/07,ICC Cricket World Cup,30.0,Bellerive Oval,Hobart,Zimbabwe,field,EC Joyce,RSA Palliyaguruge,PR Reiffel,REJ Martinesz,JS Wilson,RS Mahanama,Ireland,5.0,,,,,,
656461,6,Australia,Sri Lanka,male,2014/15,2015/03/08,ICC Cricket World Cup,32.0,Sydney Cricket Ground,,Australia,bat,GJ Maxwell,Aleem Dar,IJ Gould,MA Gough,RK Illingworth,JJ Crowe,Australia,64.0,,,,,,
656463,6,Bangladesh,England,male,2014/15,2015/03/09,ICC Cricket World Cup,33.0,Adelaide Oval,,England,field,Mahmudullah,BF Bowden,PR Reiffel,REJ Martinesz,SD Fry,RS Madugalle,Bangladesh,15.0,,,,,,
656465,6,India,Ireland,male,2014/15,2015/03/10,ICC Cricket World Cup,34.0,Seddon Park,Hamilton,Ireland,bat,S Dhawan,HDPK Dharmasena,RA Kettleborough,NJ Llong,JD Cloete,BC Broad,India,,8.0,,,,,
656467,6,Scotland,Sri Lanka,male,2014/15,2015/03/11,ICC Cricket World Cup,35.0,Bellerive Oval,Hobart,Sri Lanka,bat,KC Sangakkara,RK Illingworth,JS Wilson,IJ Gould,MA Gough,JJ Crowe,Sri Lanka,148.0,,,,,,
656469,6,South Africa,United Arab Emirates,male,2014/15,2015/03/12,ICC Cricket World Cup,36.0,Westpac Stadium,Wellington,United Arab Emirates,field,AB de Villiers,SJ Davis,RJ Tucker,Aleem Dar,BNJ Oxenford,RS Mahanama,South Africa,146.0,,,,,,
656471,6,New Zealand,Bangladesh,male,2014/15,2015/03/13,ICC Cricket World Cup,37.0,Seddon Park,Hamilton,New Zealand,field,MJ Guptill,HDPK Dharmasena,RA Kettleborough,JD Cloete,NJ Llong,BC Broad,New Zealand,,3.0,,,,,
656475,6,India,Zimbabwe,male,2014/15,2015/03/14,ICC Cricket World Cup,39.0,Eden Park,Auckland,India,field,SK Raina,CB Gaffaney,BNJ Oxenford,SJ Davis,RJ Tucker,RS Mahanama,India,,6.0,,,,,
656477,6,Australia,Scotland,male,2014/15,2015/03/14,ICC Cricket World Cup,40.0,Bellerive Oval,Hobart,Australia,field,MA Starc,IJ Gould,RK Illingworth,MA Gough,JS Wilson,JJ Crowe,Australia,,7.0,,,,,
656479,6,United Arab Emirates,West Indies,male,2014/15,2015/03/15,ICC Cricket World Cup,41.0,McLean Park,Napier,West Indies,field,JO Holder,Aleem Dar,REJ Martinesz,HDPK Dharmasena,RA Kettleborough,BC Broad,West Indies,,6.0,,,,,
656481,6,Ireland,Pakistan,male,2014/15,2015/03/15,ICC Cricket World Cup,42.0,Adelaide Oval,,Ireland,bat,Sarfraz Ahmed,M Erasmus,RSA Palliyaguruge,PR Reiffel,SD Fry,RS Madugalle,Pakistan,,7.0,,,,,
656483,6,South Africa,Sri Lanka,male,2014/15,2015/03/18,ICC Cricket World Cup,,Sydney Cricket Ground,,Sri Lanka,bat,Imran Tahir,NJ Llong,RJ Tucker,BNJ Oxenford,RA Kettleborough,DC Boon,South Africa,,9.0,,,,,
656485,6,Bangladesh,India,male,2014/15,2015/03/19,ICC Cricket World Cup,,Melbourne Cricket Ground,,India,bat,RG Sharma,Aleem Dar,IJ Gould,PR Reiffel,SJ Davis,RS Mahanama,India,109.0,,,,,,
656487,6,Australia,Pakistan,male,2014/15,2015/03/20,ICC Cricket World Cup,,Adelaide Oval,,Pakistan,bat,JR Hazlewood,HDPK Dharmasena,M Erasmus,BF Bowden,RK Illingworth,RS Madugalle,Australia,,6.0,,,,,
656489,6,New Zealand,West Indies,male,2014/15,2015/03/21,ICC Cricket World Cup,,Westpac Stadium,Wellington,New Zealand,bat,MJ Guptill,RA Kettleborough,BNJ Oxenford,NJ Llong,RJ Tucker,BC Broad,New Zealand,143.0,,,,,,
656491,6,New Zealand,South Africa,male,2014/15,2015/03/24,ICC Cricket World Cup,,Eden Park,Auckland,South Africa,bat,GD Elliott,IJ Gould,RJ Tucker,BNJ Oxenford,NJ Llong,DC Boon,New Zealand,,4.0,,D/L,,,
656493,6,Australia,India,male,2014/15,2015/03/26,ICC Cricket World Cup,,Sydney Cricket Ground,,Australia,bat,SPD Smith,HDPK Dharmasena,RA Kettleborough,RK Illingworth,M Erasmus,RS Madugalle,Australia,95.0,,,,,,
656495,6,Australia,New Zealand,male,2014/15,2015/03/29,ICC Cricket World Cup,,Melbourne Cricket Ground,,New Zealand,bat,JP Faulkner,HDPK Dharmasena,RA Kettleborough,IJ Gould,M Erasmus,RS Madugalle,Australia,,7.0,,,,,
